,x
425,1.20405883
426,1.213251697
427,1.179785069
428,1.195329295
429,1.220876771
430,1.182786094
431,1.218927026
432,1.222829317
433,1.20265761
434,1.184802542
435,1.194618096
436,1.208644627
437,1.180722896
438,1.191847883
439,1.202518702
440,1.22266159
441,1.232029756
442,1.214563542
443,1.213573828
444,1.191394705
445,1.168374467
446,1.179437687
447,1.191218921
448,1.183215689
449,1.193522808
450,1.206497232
451,1.229825721
452,1.190851965
453,1.210829487
454,1.219639031
455,1.210653015
456,1.197943184
457,1.197869899
458,1.186683333
459,1.209197961
460,1.182403946
461,1.211206246
462,1.181744507
463,1.215332082
464,1.247041583
465,1.186296745
466,1.210093471
467,1.21009307
468,1.199557229
469,1.242177658
470,1.221404999
471,1.195678935
472,1.196216408
473,1.181270237
474,1.191829526
475,1.209931463
476,1.171430782
477,1.19169868
478,1.150684021
479,1.173727888
480,1.201657176
481,1.192464152
482,1.18402173
483,1.172407924
484,1.174589782
485,1.177999074
486,1.17529058
487,1.148455737
488,1.134684201
489,1.12715638
490,1.122402191
491,1.117587583
492,1.139032998
493,1.159092165
494,1.16309621
495,1.170150999
496,1.135202308
497,1.153770164
498,1.165085404
499,1.140097099
500,1.12713304
501,1.136362029
502,1.149145047
503,1.169785461
504,1.13783976
505,1.190184824
506,1.157859082
507,1.170799629
508,1.181000167
509,1.12840345
510,1.140125103
511,1.138232024
512,1.166302178
513,1.168623976
514,1.147870728
515,1.149451735
516,1.141573449
517,1.146063072
518,1.148295706
519,1.13331476
520,1.124790339
521,1.159154601
522,1.151734129
523,1.104836417
524,1.098415518
525,1.099651528
526,1.100647886
527,1.095287833
528,1.100224755
529,1.115781262
530,1.112365456
531,1.121806561
532,1.085847609
533,1.108484902
534,1.131452474
535,1.120289205
536,1.092310172
537,1.119315329
538,1.100219524
539,1.1251306
540,1.084079706
541,1.128707717
542,1.107565412
543,1.140011645
544,1.124895392
545,1.120099026
546,1.106552776
547,1.122924847
548,1.126630821
549,1.178749563
550,1.128278458
551,1.124260024
552,1.120973169
553,1.13758508
554,1.129252654
555,1.141859658
556,1.130273762
557,1.135542943
558,1.145662769
559,1.176795661
560,1.14659932
561,1.172075027
562,1.161988426
563,1.163151074
564,1.185389208
565,1.184690012
566,1.175990302
567,1.153143735
568,1.162035658
569,1.144307285
570,1.190991015
571,1.136643578
572,1.141885297
573,1.149934457
574,1.162035114
575,1.173133495
576,1.159087024
577,1.145585499
578,1.148396961
579,1.157280421
580,1.12361762
581,1.187294784
582,1.183269276
583,1.174167588
584,1.162436797
585,1.144265476
586,1.17395636
587,1.165271468
588,1.169528633
589,1.182214238
590,1.211375416
591,1.192290191
592,1.209548537
593,1.207408168
594,1.213893479
595,1.22761986
596,1.226341826
597,1.209265318
598,1.204455934
599,1.204238438
600,1.196737514
601,1.249389052
602,1.23527115
603,1.221455928
604,1.261723916
605,1.276674366
606,1.232229201
607,1.217057594
608,1.236361913
609,1.221094946
610,1.272655875
611,1.278866507
612,1.219386216
613,1.287725369
614,1.266277421
615,1.26955325
616,1.243176108
617,1.279914123
618,1.268013482
619,1.237149157
620,1.196414916
621,1.256597139
622,1.232162653
623,1.260708113
624,1.243927381
625,1.251851811
626,1.221961074
627,1.264684743
628,1.270118152
629,1.260629209
630,1.263086915
631,1.27685827
632,1.258471992
633,1.27447807
634,1.262483581
635,1.243903981
636,1.249123698
637,1.268654832
638,1.287942797
639,1.211056224
640,1.207191447
641,1.175139569
642,1.205888299
643,1.189539035
644,1.192987223
645,1.239132659
646,1.192339577
647,1.2138827
648,1.230927329
649,1.204847004
650,1.190063447
651,1.208733427
652,1.226289252
653,1.195335058
654,1.213561432
655,1.169173115
656,1.188195571
657,1.186924778
658,1.207564823
659,1.172162984
660,1.195624972
661,1.219144494
662,1.187488883
663,1.187943552
664,1.186058702
665,1.158712345
666,1.189097946
667,1.188890556
668,1.19290046
669,1.182793549
670,1.185418055
671,1.212510553
672,1.193350987
673,1.185377336
674,1.188080456
675,1.194876506
676,1.18034851
677,1.174844191
678,1.190093544
679,1.191552826
680,1.176347821
681,1.18315574
682,1.163756653
683,1.199059134
684,1.213189069
685,1.196618122
686,1.207325058
687,1.180077951
688,1.22169193
689,1.182335717
690,1.203767635
691,1.174189189
692,1.149506053
693,1.174565679
694,1.161448468
695,1.173173678
696,1.157467196
697,1.14941864
698,1.159228083
699,1.192675325
700,1.15907008
701,1.182783471
702,1.107374285
703,1.153433101
704,1.146771341
705,1.139158644
706,1.146031666
707,1.130118099
708,1.15432932
709,1.130856478
710,1.132344044
711,1.161983909
712,1.106471484
713,1.140797417
714,1.108463137
715,1.115837566
716,1.070126528
717,1.10500869
718,1.09483758
719,1.126179109
720,1.084136266
721,1.105793905
722,1.112544901
723,1.126578397
724,1.092410546
725,1.093082396
726,1.101586914
727,1.098479268
728,1.105209839
729,1.092549023
730,1.09623074
731,1.122645297
732,1.1027482
733,1.127203801
734,1.085194408
735,1.106384226
736,1.092806654
737,1.115258657
738,1.106839573
739,1.104274536
740,1.091860151
741,1.113953297
742,1.075423032
743,1.123013165
744,1.136801644
745,1.093952786
746,1.145649841
747,1.133424385
748,1.100714022
749,1.111434103
750,1.133072051
751,1.102807611
752,1.096290938
753,1.086864101
754,1.118374363
755,1.0882617
756,1.071789402
757,1.105991166
758,1.122239027
759,1.092007415
760,1.085638343
761,1.087001847
762,1.106337996
763,1.083516974
764,1.118741998
765,1.115607892
766,1.123097125
767,1.075926294
768,1.096565236
769,1.108442448
770,1.086802095
771,1.081340324
772,1.106669465
773,1.083844962
774,1.088692275
775,1.08417111
776,1.085405544
777,1.092923628
778,1.090160152
779,1.069253242
780,1.10251646
781,1.083304278
782,1.083262889
783,1.098171657
784,1.096554432
785,1.084801038
786,1.113961195
787,1.068001673
788,1.067446927
789,1.058536594
790,1.087554987
791,1.03720863
792,1.040548374
793,1.07955797
794,1.040113813
795,1.050861674
796,1.028363873
797,1.045092267
798,1.06985691
799,1.078447919
800,1.054225846
801,1.067482296
802,1.013766673
803,1.045646752
804,1.020376208
805,1.064771643
806,1.058138583
807,1.037694597
808,1.046189528
809,1.055304174
810,1.064878367
811,1.070869905
812,1.084634941
813,1.01960751
814,1.054989928
815,1.07701834
816,1.082583136
817,1.055206446
818,1.056386862
819,1.039258105
820,1.04799797
821,1.046435449
822,1.042072442
823,1.046987279
824,1.079490728
825,1.040857998
826,1.066704177
827,1.044512811
828,1.016794726
829,1.049528363
830,1.036600003
831,1.016420423
832,1.033943919
833,1.027312961
834,1.054478737
835,1.031556884
836,1.058472719
837,1.054673406
838,1.035235185
839,1.035411081
840,1.031679963
841,1.019147262
842,1.017511534
843,1.024312025
844,1.012280378
845,1.038721011
846,1.050249343
847,0.993097956
848,1.000355338
849,0.978603595
850,0.981200753
851,0.997398389
852,0.991131711
853,1.010321763
854,0.998099561
855,1.009856162
856,0.995271364
857,0.972441572
858,0.977920991
859,1.006925081
860,0.968332518
861,0.965310067
862,0.963525361
863,0.975358083
864,0.944362354
865,0.985493224
866,0.946699178
867,0.918526648
868,0.935687861
869,0.918106706
870,0.921824673
871,0.914269707
872,0.940513226
873,0.926769444
874,0.934001762
875,0.903962981
876,0.92248502
877,0.947307602
878,0.911188813
879,0.908448126
880,0.929855394
881,0.938776748
882,0.955654649
883,0.965559907
884,0.94200562
885,0.959419379
886,0.951638263
887,0.937296521
888,0.93928896
889,0.944208082
890,0.921880548
891,0.92096711
892,0.945354619
893,0.915794406
894,0.931696592
895,0.917237006
896,0.921934443
897,0.932372255
898,0.929854142
899,0.943796408
900,0.940170296
901,0.960951947
902,0.93659762
903,0.93713742
904,0.959817798
905,0.962042846
906,0.916160636
907,0.94034593
908,0.918517899
909,0.931930635
910,0.925753911
911,0.919662697
912,0.934652206
913,0.919358911
914,0.931292997
915,0.91862261
916,0.949850353
917,0.937891589
918,0.952611366
919,0.945972409
920,0.920099219
921,0.993680281
922,0.972788255
923,0.986934503
924,0.985187964
925,0.960876243
926,0.965945515
927,0.970405738
928,1.017672602
929,0.959737406
930,0.972813297
931,0.97642928
932,0.989137257
933,0.976593031
934,0.995469059
935,0.978621162
936,0.957273619
937,0.985405192
938,0.970566074
939,0.999628216
940,0.971830645
941,0.961302846
942,0.987686096
943,0.996115717
944,0.992451707
945,0.974242267
946,0.965776117
947,0.962928153
948,0.972268314
949,0.98338665
950,0.968527245
951,0.95780748
952,0.992214669
953,0.995918846
954,0.965246636
955,0.969700473
956,0.955130746
957,0.94841249
958,0.963701833
959,0.994009481
960,0.951843208
961,0.931745184
962,0.971977283
963,0.951101558
964,0.939376048
965,0.941708696
966,0.959234118
967,0.948627934
968,0.91112031
969,0.932337212
970,0.956399881
971,0.932443855
972,0.929965599
973,0.931401883
974,0.930958129
975,0.932212881
976,0.899880593
977,0.922931513
978,0.926689409
979,0.944944042
980,0.934456473
981,0.922155986
982,0.911578988
983,0.923742483
984,0.95242639
985,0.930472979
986,0.942192792
987,0.954098775
988,0.988671972
989,0.974489789
990,0.965330789
991,0.964746352
992,0.958205775
993,0.949257403
994,0.956218607
995,0.953757424
996,0.933376239
997,0.97224908
998,0.9638637
999,0.946119278
1000,0.966320876
1001,0.94342847
1002,0.959457568
1003,0.940953136
1004,0.930784258
1005,0.950595617
1006,0.943649868
1007,0.94652169
1008,0.943326718
1009,0.936277036
1010,0.964360731
1011,0.947849873
1012,0.95659401
1013,0.94542856
1014,0.962615215
1015,0.957712362
1016,0.962888664
1017,0.950530507
1018,0.971156056
1019,0.969675149
1020,0.936513707
1021,0.955346165
1022,0.955505032
1023,0.94143899
1024,0.975287946
1025,0.946596586
1026,0.954783276
1027,0.955016998
1028,0.978151206
1029,0.961519016
1030,0.951172519
1031,0.93638676
1032,0.9386929
1033,0.933649911
1034,0.938286689
1035,0.947033033
1036,0.947802507
1037,0.945479448
1038,0.928494132
1039,0.937214885
1040,0.951217334
1041,0.940308567
1042,0.937866863
1043,0.934626774
1044,0.947661355
1045,0.93513429
1046,0.961089376
1047,0.937383349
1048,0.936437566
1049,0.94418948
1050,0.94108975
1051,0.974284414
1052,0.943539526
1053,0.940507597
1054,0.907229878
1055,0.908556885
1056,0.93213649
1057,0.922453844
1058,0.92961665
1059,0.924981126
1060,0.967680843
1061,0.939839078
1062,0.954024156
1063,0.959199959
1064,0.92309508
1065,0.943797671
1066,0.937952033
1067,0.928075738
1068,0.928593796
1069,0.945859644
1070,0.960838321
1071,0.94606164
1072,0.951725274
1073,0.924944303
1074,0.958507049
1075,0.952302891
1076,0.928900558
1077,0.988295831
1078,0.944090642
1079,0.964706727
1080,0.93717346
1081,0.948627207
1082,0.94057908
1083,0.932486138
1084,0.954997066
1085,0.942297047
1086,0.954334669
1087,0.977842901
1088,0.961882709
1089,0.945425031
1090,0.925059251
1091,0.96034968
1092,0.933360853
1093,0.974964072
1094,0.943113296
1095,0.96505501
1096,0.954438196
1097,0.910012011
1098,0.94497038
1099,0.913055237
1100,0.927580907
1101,0.913184699
1102,0.943606675
1103,0.945427284
1104,0.924782441
1105,0.952696328
1106,0.925867114
1107,0.935647889
1108,0.950727585
1109,0.94113053
1110,0.94988529
1111,0.979566395
1112,0.934561503
1113,0.952481822
1114,0.926445604
1115,0.92557582
1116,0.944462183
1117,0.919406484
1118,0.958130513
1119,0.955818929
1120,0.98141478
1121,0.935336413
1122,0.949538019
1123,0.928890226
1124,0.940018077
1125,0.929815521
1126,0.919196744
1127,0.947134951
1128,0.952357875
1129,0.968468766
1130,0.969786372
1131,0.985356819
1132,0.921082593
1133,0.933665697
1134,0.970561504
1135,0.950541146
1136,0.948445857
1137,0.960351214
1138,0.969384475
1139,0.947539945
1140,0.95765549
1141,0.956842761
1142,0.964469217
1143,0.973959766
1144,0.966909254
1145,0.97370767
1146,0.977375171
1147,0.946517503
1148,0.972012036
1149,0.937001741
1150,0.99458313
1151,0.956210732
1152,0.937023621
1153,0.962774279
1154,0.962865957
1155,0.967623268
1156,0.95336212
1157,0.969883242
1158,0.971101914
1159,0.966793462
1160,0.98001695
1161,0.988142473
1162,0.982336141
1163,0.945865875
1164,0.958347874
1165,0.992260434
1166,0.972699825
1167,0.976837264
1168,0.966226221
1169,0.973820153
1170,0.966409031
1171,0.950248836
1172,0.958142757
1173,0.962807003
1174,0.950041009
1175,0.965709143
1176,0.960972097
1177,0.957559564
1178,0.958059233
1179,0.982946833
1180,0.953878989
1181,0.935625316
1182,0.924873091
1183,0.955491228
1184,0.969288907
1185,0.966747503
1186,0.979003797
1187,0.972543216
1188,0.969087588
1189,0.971712626
1190,0.96909275
1191,0.96035123
1192,0.940516926
1193,0.987813254
1194,0.972984825
1195,0.983781028
1196,0.983403735
1197,0.962997286
1198,0.999641798
1199,0.972554939
1200,0.996048261
1201,0.948677195
1202,0.99598906
1203,0.992099697
1204,0.948539599
1205,0.985125868
1206,0.983687906
1207,0.981946849
1208,0.961158869
1209,0.986306933
1210,0.969179475
1211,0.968661286
1212,0.96727938
1213,0.958111514
1214,0.972292208
1215,0.96535336
1216,0.953544512
1217,0.973136311
1218,0.978643648
1219,0.980691381
1220,0.99449772
1221,0.968545052
1222,0.973448809
1223,0.963990734
1224,0.977475817
1225,0.958216014
1226,0.96667822
1227,0.977804659
1228,0.975429892
1229,0.971416208
1230,0.9451853
1231,0.960316737
1232,0.966123523
1233,0.9831851
1234,1.018753199
1235,0.982975975
1236,0.984988953
1237,0.967738115
1238,0.98320121
1239,0.973894384
1240,0.96670943
1241,0.9823522
1242,0.970703791
1243,0.960040451
1244,0.984409122
1245,0.956334467
1246,0.951515401
1247,0.986815544
1248,0.95116599
1249,0.95066706
1250,0.968708694
1251,0.97473685
1252,0.976309012
1253,0.956390693
1254,0.95121512
1255,0.967612929
1256,0.943823469
1257,1.002571456
1258,0.973031901
1259,0.955695928
1260,0.972411756
1261,0.970342844
1262,0.958895509
1263,0.97263743
1264,0.930000767
1265,0.969449841
1266,0.961010878
1267,0.968891415
1268,0.963934199
1269,0.96454102
1270,0.968832855
1271,0.972534652
1272,0.952657784
1273,0.956096117
1274,0.933471939
1275,0.996461987
1276,0.937928543
1277,0.932024705
1278,0.977546366
1279,0.980059827
1280,0.976848668
1281,0.963269874
1282,0.979597434
1283,0.971248514
1284,0.999699949
1285,0.98428318
1286,0.970317772
1287,0.99215712
1288,0.981492659
1289,0.971797123
1290,0.96567457
1291,0.984280403
1292,0.946397566
1293,0.977667956
1294,0.984169551
1295,0.985014418
1296,0.998676058
1297,0.980401125
1298,0.979838548
1299,0.986847897
1300,0.999364725
1301,0.977960724
1302,0.975237642
1303,0.985583434
1304,0.992137848
1305,0.992622025
1306,0.981327547
1307,0.991701803
1308,0.974034169
1309,0.968616998
1310,0.97619351
1311,0.968625523
1312,0.980917947
1313,0.985872596
1314,0.969134595
1315,0.977754925
1316,0.964366557
1317,0.938589437
1318,0.970132231
1319,0.945747541
1320,0.969858419
1321,0.957561354
1322,0.980144959
1323,0.977831778
1324,0.945102128
1325,0.939757526
1326,0.999991765
1327,0.983962176
1328,0.987044712
1329,0.947488042
1330,0.978760829
1331,0.990338326
1332,0.916694777
1333,0.941563701
1334,0.968959835
1335,0.938361743
1336,0.931142038
1337,0.918722158
1338,0.926078116
1339,0.963871984
1340,0.954522863
1341,0.958497214
1342,0.972279321
1343,0.948922285
1344,0.957658706
1345,0.975354258
1346,0.926031928
1347,0.967356799
1348,0.969559991
1349,0.946097781
1350,0.916399174
1351,0.957712983
1352,0.949499112
1353,0.939792431
1354,0.943932814
1355,0.93847728
1356,0.945800181
1357,0.93980679
1358,0.965553937
1359,0.939800183
1360,0.944326566
1361,0.956124977
1362,0.936698793
1363,0.963858672
1364,0.95273653
1365,0.94486649
1366,0.938417687
1367,0.946536213
1368,0.948397368
1369,0.941577973
1370,0.947159779
1371,0.954372875
1372,0.964556979
1373,0.956461205
1374,0.93456487
1375,0.937667702
1376,0.946573699
1377,0.929196561
1378,0.952284335
1379,0.93664464
1380,0.959955872
1381,0.940222826
1382,0.923318584
1383,0.942269036
1384,0.917734819
1385,0.960290167
1386,0.980732372
1387,0.956433605
1388,0.945620249
1389,0.956198945
1390,0.947113006
1391,0.945973158
1392,0.932254277
1393,0.940406242
1394,0.909400624
1395,0.941892454
1396,0.925112252
1397,0.942098596
1398,0.933603471
1399,0.922738466
1400,0.922255374
1401,0.916958627
1402,0.939978756
1403,0.919784912
1404,0.933634215
1405,0.930503691
1406,0.941443245
1407,0.903185332
1408,0.934682713
1409,0.940667423
1410,0.92960244
1411,0.926419855
1412,0.916702141
1413,0.961732338
1414,0.936213194
1415,0.947375886
1416,0.91182938
1417,0.956625769
1418,0.933846699
1419,0.948921438
1420,0.946073603
1421,0.952856516
1422,0.936156887
1423,0.951939781
1424,0.920844671
1425,0.973571432
1426,0.955614105
1427,0.950607384
1428,0.932808205
1429,0.936920641
1430,0.956155626
1431,0.948335294
1432,0.938927781
1433,0.944219331
1434,0.959925174
1435,0.942290092
1436,0.952891622
1437,0.928625728
1438,0.948478936
1439,0.953409806
1440,0.9549122
1441,0.920283761
1442,0.931073736
1443,0.945510648
1444,0.959274677
1445,0.962718982
1446,0.955173594
1447,0.927280933
1448,0.940288701
1449,0.931388799
1450,0.950362762
1451,0.936184465
1452,0.952986568
1453,0.918343659
1454,0.995646485
1455,0.950716757
1456,0.945352671
1457,0.949351925
1458,0.963940227
1459,0.962416065
1460,0.970004489
1461,0.960820226
1462,0.950120026
1463,0.945289964
1464,0.969733451
1465,0.964591728
1466,0.94736134
1467,0.965498653
1468,0.95300075
1469,0.936984248
1470,0.965978889
1471,0.943770039
1472,0.952635658
1473,0.953284721
1474,0.938090405
1475,0.930602877
1476,0.962226181
1477,0.937447207
1478,0.933920368
1479,0.945149132
1480,0.962535643
1481,0.983440622
1482,0.956277651
1483,0.939112466
1484,0.955095219
1485,0.953515271
1486,0.946057865
1487,0.97310309
1488,0.942756267
1489,0.966792951
1490,0.940697357
1491,0.939037716
1492,0.960022475
1493,0.964872762
1494,0.945305427
1495,0.971401207
1496,0.938170956
1497,0.9477898
1498,0.975033035
1499,0.975988582
1500,0.928889249
1501,0.934597023
1502,0.945673442
1503,0.956021046
1504,0.94168144
1505,0.949936644
1506,0.956923413
1507,0.953317427
1508,0.944587273
1509,0.93969537
1510,0.953108864
1511,0.940505077
1512,0.938029381
1513,0.945431402
1514,0.967538889
1515,0.947381922
1516,0.949154131
1517,0.965739374
1518,0.951432434
1519,0.943872355
1520,0.922849212
1521,0.953767859
1522,0.954360128
1523,0.93849325
1524,0.952835893
1525,0.952366661
1526,0.964952298
1527,0.976649033
1528,0.949266164
1529,0.943328494
1530,0.960568216
1531,0.937579034
1532,0.966347091
1533,0.970091589
1534,0.917750686
1535,0.966151989
1536,0.948419086
1537,0.938708804
1538,0.966722342
1539,0.932858639
1540,0.981695255
1541,0.942430008
1542,0.935368095
1543,0.966978168
1544,0.968447821
1545,0.925476732
1546,0.928339024
1547,0.919913722
1548,0.930575954
1549,0.955925869
1550,0.947722079
1551,0.928748109
1552,0.937873565
1553,0.924511527
1554,0.927520395
1555,0.924198602
1556,0.915823734
1557,0.95689923
1558,0.926205537
1559,0.919376372
1560,0.910446531
1561,0.936949587
1562,0.934525148
1563,0.907008876
1564,0.928618336
1565,0.959643562
1566,0.895461753
1567,0.914734205
1568,0.937391032
1569,0.936430715
1570,0.928836438
1571,0.939724116
1572,0.957654704
1573,0.935118398
1574,0.925867772
1575,0.92089512
1576,0.94956715
1577,0.944601004
1578,0.961539958
1579,0.946610758
1580,0.927812865
1581,0.941987341
1582,0.922544887
1583,0.943110765
1584,0.941774785
1585,0.924185211
1586,0.905130371
1587,0.928597898
1588,0.932044947
1589,0.934679333
1590,0.955181552
1591,0.930644348
1592,0.906530043
1593,0.94953306
1594,0.947577033
1595,0.921093287
1596,0.921764866
1597,0.906934638
1598,0.932729691
1599,0.909592514
1600,0.895029606
1601,0.923753654
1602,0.916555671
1603,0.908315989
1604,0.900331392
1605,0.920453609
1606,0.907417398
1607,0.92874784
1608,0.908728875
1609,0.898574076
1610,0.937893733
1611,0.925370426
1612,0.938563345
1613,0.935215521
1614,0.905497494
1615,0.94854645
1616,0.92987167
1617,0.919282399
1618,0.912270354
1619,0.889277385
1620,0.941910982
1621,0.933393538
1622,0.920677983
1623,0.923720994
1624,0.923174016
1625,0.927737618
1626,0.924291608
1627,0.936990659
1628,0.917707884
1629,0.916168657
1630,0.935257245
1631,0.918638274
1632,0.915159332
1633,0.910941008
1634,0.929222061
1635,0.920997724
1636,0.907003515
1637,0.928190581
1638,0.924020801
1639,0.949593731
1640,0.919569298
1641,0.893496524
1642,0.903877104
1643,0.927234074
1644,0.895770956
1645,0.910101991
1646,0.889507278
1647,0.911112194
1648,0.892747997
1649,0.919464323
1650,0.915548281
1651,0.914410174
1652,0.906023315
1653,0.910193284
1654,0.890714317
1655,0.918632173
1656,0.934838798
1657,0.916553377
1658,0.969511163
1659,0.936072653
1660,0.897962287
1661,0.929483546
1662,0.925517013
1663,0.942670847
1664,0.953268224
1665,0.952310772
